"Draw date","Results","Winning Numbers",,,,,,"B","Jackpot","Jackpot",,,,,,,
8/29/1998,"10 12 37 42 44 45 20",10,12,37,42,44,45,20,"£7,942,131","£7,942,131",,,,,,,
8/26/1998,"3 20 26 27 30 43 45",3,20,26,27,30,43,45,"£4,068,476","£4,068,476",,,,,,,
8/22/1998,"2 10 11 27 32 38 6",2,10,11,27,32,38,6,"£7,503,000","£7,503,000",,,,,,,
8/19/1998,"5 27 34 44 46 48 49",5,27,34,44,46,48,49,"£4,122,950","£4,122,950",,,,,,,
8/15/1998,"3 5 15 22 31 35 47",3,5,15,22,31,35,47,"£7,054,288","£7,054,288",,,,,,,
12/8/1998,"12 21 23 25 44 49 20",12,21,23,25,44,49,20,"£3,981,777","£3,981,777",,,,,,,
8/8/1998,"2 5 17 21 45 47 25",2,5,17,21,45,47,25,"£7,673,400","£7,673,400",,,,,,,
5/8/1998,"13 35 38 40 42 47 34",13,35,38,40,42,47,34,"£4,550,122","£4,550,122",,,,,,,
1/8/1998,"12 14 31 41 48 49 6",12,14,31,41,48,49,6,"£9,316,974","£9,316,974",,,,,,,
7/29/1998,"1 7 23 29 38 48 2",1,7,23,29,38,48,2,"£3,944,306","£3,944,306",,,,,,,
7/25/1998,"18 25 36 38 43 44 19",18,25,36,38,43,44,19,"£8,064,836","£8,064,836",,,,,,,
7/22/1998,"28 34 38 39 46 47 21",28,34,38,39,46,47,21,"£4,885,147","£4,885,147",,,,,,,
7/18/1998,"3 11 20 33 42 44 36",3,11,20,33,42,44,36,"£12,171,756","£12,171,756",,,,,,,
7/15/1998,"1 15 23 31 35 39 14",1,15,23,31,35,39,14,"£4,460,588 Rolled","£4,460,588",,,,,,,
7/11/1998,"3 14 23 30 39 43 32",3,14,23,30,39,43,32,"£20,000,004","£20,000,004",,,,,,,
7/8/1998,"12 13 21 23 33 36 14",12,13,21,23,33,36,14,"£15,000,000","£15,000,000",,,,,,,
7/4/1998,"9 15 25 29 32 49 14",9,15,25,29,32,49,14,"£13,098,698","£13,098,698",,,,,,,
7/1/1998,"17 18 28 40 44 46 29",17,18,28,40,44,46,29,"£4,053,759 Rolled","£4,053,759",,,,,,,
6/27/1998,"7 9 11 23 30 43 35",7,9,11,23,30,43,35,"£6,145,794","£6,145,794",,,,,,,
6/24/1998,"2 14 19 25 26 33 18",2,14,19,25,26,33,18,"£3,770,914","£3,770,914",,,,,,,
6/20/1998,"1 14 27 31 38 47 32",1,14,27,31,38,47,32,"£8,276,359","£8,276,359",,,,,,,
6/17/1998,"2 10 16 17 20 27 39",2,10,16,17,20,27,39,"£3,592,974","£3,592,974",,,,,,,
6/13/1998,"2 7 10 15 27 45 31",2,7,10,15,27,45,31,"£7,028,808","£7,028,808",,,,,,,
6/10/1998,"2 9 26 28 33 46 21",2,9,26,28,33,46,21,"£4,117,415","£4,117,415",,,,,,,
6/6/1998,"1 15 23 31 42 48 5",1,15,23,31,42,48,5,"£8,643,755","£8,643,755",,,,,,,
6/3/1998,"1 17 18 23 33 41 42",1,17,18,23,33,41,42,"£4,187,442","£4,187,442",,,,,,,
5/30/1998,"2 3 14 29 38 40 43",2,3,14,29,38,40,43,"£8,370,180","£8,370,180",,,,,,,
5/27/1998,"8 13 15 26 39 42 33",8,13,15,26,39,42,33,"£10,000,002","£10,000,002",,,,,,,
5/23/1998,"8 20 24 35 43 47 32",8,20,24,35,43,47,32,"£20,000,000","£20,000,000",,,,,,,
5/20/1998,"11 15 31 35 36 42 10",11,15,31,35,36,42,10,"£4,464,612 Rolled","£4,464,612",,,,,,,
5/16/1998,"2 4 6 10 34 44 21",2,4,6,10,34,44,21,"£11,879,816","£11,879,816",,,,,,,
5/13/1998,"3 13 16 23 41 42 21",3,13,16,23,41,42,21,"£3,774,526 Rolled","£3,774,526",,,,,,,
5/9/1998,"2 9 25 26 35 40 47",2,9,25,26,35,40,47,"£8,485,804","£8,485,804",,,,,,,
5/6/1998,"6 7 14 19 22 27 9",6,7,14,19,22,27,9,"£2,955,369","£2,955,369",,,,,,,
5/2/1998,"2 4 16 24 29 49 47",2,4,16,24,29,49,47,"£8,355,262","£8,355,262",,,,,,,
4/29/1998,"12 15 28 34 36 40 1",12,15,28,34,36,40,1,"£10,000,000","£10,000,000",,,,,,,
4/25/1998,"17 22 36 38 43 48 16",17,22,36,38,43,48,16,"£13,009,185","£13,009,185",,,,,,,
4/22/1998,"3 7 9 10 12 37 46",3,7,9,10,12,37,46,"£3,321,191 Rolled","£3,321,191",,,,,,,
4/18/1998,"1 13 29 31 33 42 9",1,13,29,31,33,42,9,"£8,209,684","£8,209,684",,,,,,,
4/15/1998,"1 12 18 26 29 36 2",1,12,18,26,29,36,2,"£4,006,812","£4,006,812",,,,,,,
4/11/1998,"7 10 31 35 43 44 37",7,10,31,35,43,44,37,"£8,235,083","£8,235,083",,,,,,,
4/8/1998,"9 22 37 41 43 47 14",9,22,37,41,43,47,14,"£4,317,519","£4,317,519",,,,,,,
4/4/1998,"5 19 24 33 38 48 20",5,19,24,33,38,48,20,"£14,000,744","£14,000,744",,,,,,,
4/1/1998,"1 2 24 36 37 38 31",1,2,24,36,37,38,31,"£4,955,119 Rolled","£4,955,119",,,,,,,
3/28/1998,"11 13 23 28 29 37 8",11,13,23,28,29,37,8,"£7,248,380","£7,248,380",,,,,,,
3/25/1998,"1 6 10 25 31 45 8",1,6,10,25,31,45,8,"£3,963,536","£3,963,536",,,,,,,
3/21/1998,"2 15 23 26 41 43 5",2,15,23,26,41,43,5,"£8,979,945","£8,979,945",,,,,,,
3/18/1998,"12 25 31 39 46 47 1",12,25,31,39,46,47,1,"£4,627,218","£4,627,218",,,,,,,
3/14/1998,"2 15 18 26 36 38 42",2,15,18,26,36,38,42,"£8,825,430","£8,825,430",,,,,,,
3/11/1998,"16 22 23 28 33 37 17",16,22,23,28,33,37,17,"£4,202,319","£4,202,319",,,,,,,
3/7/1998,"4 11 14 39 43 44 37",4,11,14,39,43,44,37,"£8,041,928","£8,041,928",,,,,,,
3/4/1998,"6 28 30 34 41 45 12",6,28,30,34,41,45,12,"£4,796,128","£4,796,128",,,,,,,
2/28/1998,"1 7 15 18 30 31 9",1,7,15,18,30,31,9,"£8,047,711","£8,047,711",,,,,,,
2/25/1998,"9 21 27 36 42 48 13",9,21,27,36,42,48,13,"£4,117,324","£4,117,324",,,,,,,
2/21/1998,"2 16 25 27 37 45 10",2,16,25,27,37,45,10,"£8,777,482","£8,777,482",,,,,,,
2/18/1998,"1 5 10 13 25 32 48",1,5,10,13,25,32,48,"£3,727,398","£3,727,398",,,,,,,
2/14/1998,"8 13 14 17 20 28 10",8,13,14,17,20,28,10,"£13,010,178","£13,010,178",,,,,,,
2/11/1998,"11 32 38 42 46 49 26",11,32,38,42,46,49,26,"£4,818,061 Rolled","£4,818,061",,,,,,,
2/7/1998,"9 25 27 31 42 45 24",9,25,27,31,42,45,24,"£7,896,055","£7,896,055",,,,,,,
2/4/1998,"13 17 32 35 42 45 20",13,17,32,35,42,45,20,"£4,464,952","£4,464,952",,,,,,,
1/31/1998,"17 22 30 40 46 48 10",17,22,30,40,46,48,10,"£9,783,756","£9,783,756",,,,,,,
1/28/1998,"4 12 15 31 32 47 14",4,12,15,31,32,47,14,"£4,487,998","£4,487,998",,,,,,,
1/24/1998,"1 4 6 14 24 49 22",1,4,6,14,24,49,22,"£8,441,368","£8,441,368",,,,,,,
1/21/1998,"5 12 24 35 36 38 34",5,12,24,35,36,38,34,"£4,188,424","£4,188,424",,,,,,,
1/17/1998,"14 31 33 38 46 48 26",14,31,33,38,46,48,26,"£15,804,728","£15,804,728",,,,,,,
1/14/1998,"20 27 28 31 33 41 38",20,27,28,31,33,41,38,"£4,742,341 Rolled","£4,742,341",,,,,,,
1/10/1998,"3 10 11 27 47 49 8",3,10,11,27,47,49,8,"£8,387,223","£8,387,223",,,,,,,
1/7/1998,"7 14 25 32 36 38 44",7,14,25,32,36,38,44,"£4,242,546","£4,242,546",,,,,,,
1/3/1998,"1 13 26 28 35 45 30",1,13,26,28,35,45,30,"£9,222,525","£9,222,525",,,,,,,
12/31/1997,"8 13 18 21 23 29 30",8,13,18,21,23,29,30,"£4,257,474","£4,257,474",,,,,,,
12/27/1997,"14 21 28 31 40 46 9",14,21,28,31,40,46,9,"£8,605,131","£8,605,131",,,,,,,
12/24/1997,"5 6 11 29 36 41 47",5,6,11,29,36,41,47,"£4,983,028","£4,983,028",,,,,,,
12/20/1997,"1 2 7 26 34 38 14",1,2,7,26,34,38,14,"£25,000,000","£25,000,000",,,,,,,
12/17/1997,"17 35 36 43 46 49 7",17,35,36,43,46,49,7,"£4,825,949 Rolled","£4,825,949",,,,,,,
12/13/1997,"3 4 11 14 30 32 46",3,4,11,14,30,32,46,"£8,121,990","£8,121,990",,,,,,,
12/10/1997,"4 17 22 29 38 48 20",4,17,22,29,38,48,20,"£4,000,638","£4,000,638",,,,,,,
12/6/1997,"5 9 19 21 30 49 43",5,9,19,21,30,49,43,"£13,286,958","£13,286,958",,,,,,,
12/3/1997,"1 8 36 39 47 49 37",1,8,36,39,47,49,37,"£4,950,579 Rolled","£4,950,579",,,,,,,
11/29/1997,"2 8 21 29 46 47 28",2,8,21,29,46,47,28,"£9,404,844","£9,404,844",,,,,,,
11/26/1997,"5 11 19 23 24 47 17",5,11,19,23,24,47,17,"£3,903,086","£3,903,086",,,,,,,
11/22/1997,"8 14 24 28 39 45 29",8,14,24,28,39,45,29,"£25,000,001","£25,000,001",,,,,,,
11/19/1997,"22 27 33 42 46 47 32",22,27,33,42,46,47,32,"£15,000,000","£15,000,000",,,,,,,
11/15/1997,"11 14 23 32 34 35 41",11,14,23,32,34,35,41,"£10,000,002","£10,000,002",,,,,,,
11/12/1997,"3 6 8 27 36 45 47",3,6,8,27,36,45,47,"£14,770,980","£14,770,980",,,,,,,
11/8/1997,"5 24 34 37 40 48 33",5,24,34,37,40,48,33,"£9,082,996 Rolled","£9,082,996",,,,,,,
11/5/1997,"1 4 6 9 32 38 46",1,4,6,9,32,38,46,"£4,049,432","£4,049,432",,,,,,,
11/1/1997,"9 10 14 16 37 39 28",9,10,14,16,37,39,28,"£8,837,967","£8,837,967",,,,,,,
10/29/1997,"2 4 25 32 33 45 31",2,4,25,32,33,45,31,"£4,295,614","£4,295,614",,,,,,,
10/25/1997,"10 21 27 38 40 44 34",10,21,27,38,40,44,34,"£8,085,272","£8,085,272",,,,,,,
10/22/1997,"1 8 9 14 24 35 33",1,8,9,14,24,35,33,"£4,053,501","£4,053,501",,,,,,,
10/18/1997,"4 9 25 28 32 46 47",4,9,25,28,32,46,47,"£8,561,012","£8,561,012",,,,,,,
10/15/1997,"11 17 30 35 39 45 47",11,17,30,35,39,45,47,"£5,000,000","£5,000,000",,,,,,,
10/11/1997,"15 17 18 27 34 40 29",15,17,18,27,34,40,29,"£8,548,888","£8,548,888",,,,,,,
10/8/1997,"3 4 7 23 34 43 15",3,4,7,23,34,43,15,"£5,000,000","£5,000,000",,,,,,,
10/4/1997,"12 19 28 36 40 46 38",12,19,28,36,40,46,38,"£8,707,888","£8,707,888",,,,,,,
10/1/1997,"8 12 17 35 38 49 25",8,12,17,35,38,49,25,"£5,000,001","£5,000,001",,,,,,,
9/27/1997,"15 21 29 32 33 40 42",15,21,29,32,33,40,42,"£27,175,825","£27,175,825",,,,,,,
9/24/1997,"12 14 29 31 32 44 46",12,14,29,31,32,44,46,"£13,500,000 Rolled","£13,500,000",,,,,,,
9/20/1997,"9 30 38 40 43 44 31",9,30,38,40,43,44,31,"£8,500,000 Rolled","£8,500,000",,,,,,,
9/17/1997,"7 20 21 22 40 44 4",7,20,21,22,40,44,4,"£5,000,000","£5,000,000",,,,,,,
9/13/1997,"1 2 5 31 32 40 44",1,2,5,31,32,40,44,"£9,164,428","£9,164,428",,,,,,,
9/10/1997,"20 31 32 35 43 45 5",20,31,32,35,43,45,5,"£5,000,000","£5,000,000",,,,,,,
9/7/1997,"20 22 26 36 40 41 16",20,22,26,36,40,41,16,"£14,126,168","£14,126,168",,,,,,,
9/3/1997,"10 14 22 30 38 43 25",10,14,22,30,38,43,25,"£5,000,000 Rolled","£5,000,000",,,,,,,
8/30/1997,"6 20 30 33 38 46 42",6,20,30,33,38,46,42,"£9,461,240","£9,461,240",,,,,,,
8/27/1997,"1 7 22 25 31 47 20",1,7,22,25,31,47,20,"£5,000,000","£5,000,000",,,,,,,
8/23/1997,"4 10 25 36 44 47 29",4,10,25,36,44,47,29,"£8,114,202","£8,114,202",,,,,,,
8/20/1997,"8 20 27 28 36 41 30",8,20,27,28,36,41,30,"£5,000,000","£5,000,000",,,,,,,
8/16/1997,"2 9 19 20 38 49 11",2,9,19,20,38,49,11,"£8,282,620","£8,282,620",,,,,,,
8/13/1997,"5 10 17 29 41 43 45",5,10,17,29,41,43,45,"£5,000,001","£5,000,001",,,,,,,
9/8/1997,"1 18 20 25 30 31 44",1,18,20,25,30,31,44,"£14,322,615","£14,322,615",,,,,,,
6/8/1997,"3 5 6 20 45 49 31",3,5,6,20,45,49,31,"£5,000,000 Rolled","£5,000,000",,,,,,,
2/8/1997,"2 16 28 37 43 47 31",2,16,28,37,43,47,31,"£8,322,605","£8,322,605",,,,,,,
7/30/1997,"3 6 12 19 44 45 20",3,6,12,19,44,45,20,"£5,000,000","£5,000,000",,,,,,,
7/26/1997,"9 15 20 27 30 41 31",9,15,20,27,30,41,31,"£8,201,493","£8,201,493",,,,,,,
7/23/1997,"4 11 21 27 28 34 16",4,11,21,27,28,34,16,"£5,000,000","£5,000,000",,,,,,,
7/19/1997,"7 19 36 44 45 47 4",7,19,36,44,45,47,4,"£7,935,540","£7,935,540",,,,,,,
7/16/1997,"8 18 23 26 35 45 3",8,18,23,26,35,45,3,"£5,000,000","£5,000,000",,,,,,,
7/12/1997,"4 9 27 37 44 45 7",4,9,27,37,44,45,7,"£7,374,316","£7,374,316",,,,,,,
7/9/1997,"3 5 13 22 24 43 23",3,5,13,22,24,43,23,"£13,201,260","£13,201,260",,,,,,,
7/5/1997,"1 4 11 36 43 44 41",1,4,11,36,43,44,41,"£8,895,584 Rolled","£8,895,584",,,,,,,
7/2/1997,"6 10 18 22 41 45 29",6,10,18,22,41,45,29,"£14,378,924","£14,378,924",,,,,,,
6/28/1997,"2 9 14 36 43 48 27",2,9,14,36,43,48,27,"£8,917,762 Rolled","£8,917,762",,,,,,,
6/25/1997,"12 17 27 28 38 40 6",12,17,27,28,38,40,6,"£5,000,001","£5,000,001",,,,,,,
6/21/1997,"1 17 26 27 30 44 47",1,17,26,27,30,44,47,"£8,525,181","£8,525,181",,,,,,,
6/18/1997,"4 14 19 23 25 48 42",4,14,19,23,25,48,42,"£5,000,000","£5,000,000",,,,,,,
6/14/1997,"3 8 10 16 43 44 34",3,8,10,16,43,44,34,"£13,680,570","£13,680,570",,,,,,,
6/11/1997,"10 31 33 40 42 44 20",10,31,33,40,42,44,20,"£5,000,000 Rolled","£5,000,000",,,,,,,
6/7/1997,"12 14 21 25 30 40 3",12,14,21,25,30,40,3,"£12,521,760","£12,521,760",,,,,,,
6/4/1997,"18 19 21 30 34 44 6",18,19,21,30,34,44,6,"£3,643,650 Rolled","£3,643,650",,,,,,,
5/31/1997,"2 5 9 28 29 45 49",2,5,9,28,29,45,49,"£7,242,540","£7,242,540",,,,,,,
5/28/1997,"3 19 24 25 36 48 17",3,19,24,25,36,48,17,"£3,702,636","£3,702,636",,,,,,,
5/24/1997,"3 21 23 25 26 33 24",3,21,23,25,26,33,24,"£12,353,263","£12,353,263",,,,,,,
5/21/1997,"5 8 21 38 39 49 34",5,8,21,38,39,49,34,"£3,829,208 Rolled","£3,829,208",,,,,,,
5/17/1997,"2 9 13 18 27 48 24",2,9,13,18,27,48,24,"£6,622,040","£6,622,040",,,,,,,
5/14/1997,"2 8 16 21 29 37 22",2,8,16,21,29,37,22,"£3,437,021","£3,437,021",,,,,,,
5/10/1997,"12 19 22 23 25 44 2",12,19,22,23,25,44,2,"£7,264,654","£7,264,654",,,,,,,
5/7/1997,"12 19 28 31 34 43 40",12,19,28,31,34,43,40,"£3,209,696","£3,209,696",,,,,,,
5/3/1997,"6 20 29 31 35 40 21",6,20,29,31,35,40,21,"£9,512,277","£9,512,277",,,,,,,
4/30/1997,"8 10 16 17 24 40 13",8,10,16,17,24,40,13,"£3,272,499","£3,272,499",,,,,,,
4/26/1997,"6 10 14 25 27 38 5",6,10,14,25,27,38,5,"£7,988,346","£7,988,346",,,,,,,
4/23/1997,"8 12 17 23 34 43 36",8,12,17,23,34,43,36,"£2,919,025","£2,919,025",,,,,,,
4/19/1997,"1 14 16 25 32 37 11",1,14,16,25,32,37,11,"£9,544,366","£9,544,366",,,,,,,
4/16/1997,"3 6 9 19 37 48 25",3,6,9,19,37,48,25,"£3,332,228","£3,332,228",,,,,,,
4/12/1997,"9 27 29 37 42 44 21",9,27,29,37,42,44,21,"£6,881,592","£6,881,592",,,,,,,
4/9/1997,"6 22 35 42 45 49 16",6,22,35,42,45,49,16,"£3,922,010","£3,922,010",,,,,,,
4/5/1997,"1 3 28 31 41 46 33",1,3,28,31,41,46,33,"£9,926,050","£9,926,050",,,,,,,
4/2/1997,"5 10 17 25 40 43 8",5,10,17,25,40,43,8,"£3,453,554","£3,453,554",,,,,,,
3/29/1997,"17 19 31 36 39 40 25",17,19,31,36,39,40,25,"£14,113,956","£14,113,956",,,,,,,
3/26/1997,"24 33 42 43 44 47 17",24,33,42,43,44,47,17,"£3,707,127 Rolled","£3,707,127",,,,,,,
3/22/1997,"14 27 39 40 41 43 21",14,27,39,40,41,43,21,"£13,986,252","£13,986,252",,,,,,,
3/19/1997,"13 16 17 29 40 48 32",13,16,17,29,40,48,32,"£4,004,305 Rolled","£4,004,305",,,,,,,
3/15/1997,"7 24 37 39 40 43 15",7,24,37,39,40,43,15,"£9,049,638","£9,049,638",,,,,,,
3/12/1997,"3 4 5 16 22 25 12",3,4,5,16,22,25,12,"£3,334,220","£3,334,220",,,,,,,
3/8/1997,"5 12 20 29 39 42 22",5,12,20,29,39,42,22,"£8,280,030","£8,280,030",,,,,,,
3/5/1997,"7 12 20 24 28 43 45",7,12,20,24,28,43,45,"£3,400,685","£3,400,685",,,,,,,
3/1/1997,"2 8 23 33 42 49 14",2,8,23,33,42,49,14,"£8,170,000","£8,170,000",,,,,,,
2/26/1997,"2 34 36 38 44 46 40",2,34,36,38,44,46,40,"£7,000,000","£7,000,000",,,,,,,
2/22/1997,"1 5 8 9 23 27 22",1,5,8,9,23,27,22,"£7,335,320","£7,335,320",,,,,,,
2/19/1997,"9 11 19 36 39 41 13",9,11,19,36,39,41,13,"£7,000,000","£7,000,000",,,,,,,
2/15/1997,"7 14 21 34 38 47 13",7,14,21,34,38,47,13,"£8,115,736","£8,115,736",,,,,,,
2/12/1997,"5 14 23 29 38 45 47",5,14,23,29,38,45,47,"£10,000,008","£10,000,008",,,,,,,
2/8/1997,"9 13 27 30 36 47 15",9,13,27,30,36,47,15,"£8,833,684","£8,833,684",,,,,,,
2/5/1997,"9 25 28 29 31 35 37",9,25,28,29,31,35,37,"£9,999,999","£9,999,999",,,,,,,
2/1/1997,"12 16 20 28 36 48 34",12,16,20,28,36,48,34,"£22,612,653","£22,612,653",,,,,,,
1/25/1997,"1 24 28 31 35 47 9",1,24,28,31,35,47,9,"£11,407,818 Rolled","£11,407,818",,,,,,,
1/18/1997,"3 21 22 26 31 48 43",3,21,22,26,31,48,43,"£10,536,825","£10,536,825",,,,,,,
1/11/1997,"4 11 16 18 35 43 39",4,11,16,18,35,43,39,"£9,824,900","£9,824,900",,,,,,,
1/4/1997,"11 13 14 27 40 41 23",11,13,14,27,40,41,23,"£10,166,760","£10,166,760",,,,,,,
12/28/1996,"8 10 20 27 31 39 30",8,10,20,27,31,39,30,"£9,802,120","£9,802,120",,,,,,,
12/21/1996,"5 26 35 38 42 45 46",5,26,35,38,42,45,46,"£10,333,522","£10,333,522",,,,,,,
12/14/1996,"12 24 33 34 42 47 44",12,24,33,34,42,47,44,"£9,115,743","£9,115,743",,,,,,,
12/7/1996,"6 13 17 22 42 47 30",6,13,17,22,42,47,30,"£8,957,796","£8,957,796",,,,,,,
11/30/1996,"4 5 12 25 26 49 48",4,5,12,25,26,49,48,"£9,641,466","£9,641,466",,,,,,,
11/23/1996,"16 33 34 43 46 49 47",16,33,34,43,46,49,47,"£11,713,905","£11,713,905",,,,,,,
11/16/1996,"1 5 16 18 37 42 24",1,5,16,18,37,42,24,"£22,088,524","£22,088,524",,,,,,,
11/9/1996,"8 24 27 41 43 49 5",8,24,27,41,43,49,5,"£10,461,156","£10,461,156",,,,,,,
11/2/1996,"7 23 32 35 43 48 25",7,23,32,35,43,48,25,"£9,467,172","£9,467,172",,,,,,,
10/26/1996,"1 3 9 20 30 35 36",1,3,9,20,30,35,36,"£23,526,874","£23,526,874",,,,,,,
10/19/1996,"10 13 31 34 39 48 33",10,13,31,34,39,48,33,"£11,100,495 Rolled","£11,100,495",,,,,,,
10/12/1996,"15 16 25 30 39 45 14",15,16,25,30,39,45,14,"£10,679,645","£10,679,645",,,,,,,
10/5/1996,"6 9 25 45 47 48 14",6,9,25,45,47,48,14,"£10,879,362","£10,879,362",,,,,,,
9/28/1996,"19 23 26 31 36 39 3",19,23,26,31,36,39,3,"£10,628,224","£10,628,224",,,,,,,
9/21/1996,"7 8 12 30 35 41 47",7,8,12,30,35,41,47,"£10,101,049","£10,101,049",,,,,,,
9/14/1996,"2 9 10 11 38 48 1",2,9,10,11,38,48,1,"£9,777,880","£9,777,880",,,,,,,
9/7/1996,"5 13 15 18 32 44 41",5,13,15,18,32,44,41,"£8,132,055","£8,132,055",,,,,,,
8/31/1996,"3 5 14 27 44 47 43",3,5,14,27,44,47,43,"£8,522,451","£8,522,451",,,,,,,
8/24/1996,"8 11 14 18 33 44 34",8,11,14,18,33,44,34,"£7,665,700","£7,665,700",,,,,,,
8/17/1996,"2 28 33 39 42 44 46",2,28,33,39,42,44,46,"£8,944,124","£8,944,124",,,,,,,
10/8/1996,"3 23 36 38 41 45 44",3,23,36,38,41,45,44,"£10,551,982","£10,551,982",,,,,,,
3/8/1996,"13 17 26 28 31 36 44",13,17,26,28,31,36,44,"£9,721,592","£9,721,592",,,,,,,
7/27/1996,"2 13 19 21 32 45 9",2,13,19,21,32,45,9,"£9,612,960","£9,612,960",,,,,,,
7/20/1996,"6 14 20 25 34 44 45",6,14,20,25,34,44,45,"£9,987,229","£9,987,229",,,,,,,
7/13/1996,"5 10 11 12 41 42 2",5,10,11,12,41,42,2,"£21,901,212","£21,901,212",,,,,,,
7/6/1996,"13 26 43 44 45 47 36",13,26,43,44,45,47,36,"£11,124,766 Rolled","£11,124,766",,,,,,,
6/29/1996,"4 17 27 34 35 46 7",4,17,27,34,35,46,7,"£10,424,146","£10,424,146",,,,,,,
6/22/1996,"3 4 7 11 17 40 20",3,4,7,11,17,40,20,"£19,436,049","£19,436,049",,,,,,,
6/15/1996,"13 18 25 44 46 47 34",13,18,25,44,46,47,34,"£10,524,718 Rolled","£10,524,718",,,,,,,
6/8/1996,"11 15 17 25 32 46 29",11,15,17,25,32,46,29,"£9,815,416","£9,815,416",,,,,,,
6/1/1996,"24 35 36 37 39 45 20",24,35,36,37,39,45,20,"£11,657,216","£11,657,216",,,,,,,
5/25/1996,"8 20 26 34 42 43 25",8,20,26,34,42,43,25,"£10,273,770","£10,273,770",,,,,,,
5/18/1996,"4 12 13 33 40 46 41",4,12,13,33,40,46,41,"£10,248,233","£10,248,233",,,,,,,
5/11/1996,"7 10 12 22 34 48 11",7,10,12,22,34,48,11,"£8,921,520","£8,921,520",,,,,,,
5/4/1996,"6 25 26 33 34 47 49",6,25,26,33,34,47,49,"£21,806,396","£21,806,396",,,,,,,
4/27/1996,"4 6 11 18 31 48 41",4,6,11,18,31,48,41,"£9,217,249 Rolled","£9,217,249",,,,,,,
4/20/1996,"9 28 29 31 40 48 23",9,28,29,31,40,48,23,"£10,370,612","£10,370,612",,,,,,,
4/13/1996,"23 38 40 44 47 49 12",23,38,40,44,47,49,12,"£11,509,821","£11,509,821",,,,,,,
4/6/1996,"1 4 6 14 17 38 9",1,4,6,14,17,38,9,"£21,226,575","£21,226,575",,,,,,,
3/30/1996,"12 26 27 28 37 49 43",12,26,27,28,37,49,43,"£10,279,220 Rolled","£10,279,220",,,,,,,
3/23/1996,"5 7 14 18 30 43 28",5,7,14,18,30,43,28,"£7,901,163","£7,901,163",,,,,,,
3/16/1996,"2 12 19 28 38 48 45",2,12,19,28,38,48,45,"£8,313,963","£8,313,963",,,,,,,
3/9/1996,"14 16 29 30 37 45 7",14,16,29,30,37,45,7,"£10,601,616","£10,601,616",,,,,,,
3/2/1996,"9 11 12 24 41 45 6",9,11,12,24,41,45,6,"£10,445,952","£10,445,952",,,,,,,
2/24/1996,"2 5 7 24 35 44 30",2,5,7,24,35,44,30,"£8,951,860","£8,951,860",,,,,,,
2/17/1996,"4 14 15 16 18 22 33",4,14,15,16,18,22,33,"£10,320,770","£10,320,770",,,,,,,
2/10/1996,"4 11 14 15 28 42 6",4,11,14,15,28,42,6,"£9,294,294","£9,294,294",,,,,,,
2/3/1996,"2 9 22 26 32 44 40",2,9,22,26,32,44,40,"£9,752,856","£9,752,856",,,,,,,
1/27/1996,"16 17 38 41 42 43 28",16,17,38,41,42,43,28,"£40,223,600","£40,223,600",,,,,,,
1/20/1996,"5 23 25 30 33 37 3",5,23,25,30,33,37,3,"£23,851,380 Rolled","£23,851,380",,,,,,,
1/13/1996,"21 29 31 32 34 48 25",21,29,31,32,34,48,25,"£12,537,861 Rolled","£12,537,861",,,,,,,
1/6/1996,"2 3 4 13 42 44 24",2,3,4,13,42,44,24,"£42,008,610","£42,008,610",,,,,,,
12/30/1995,"6 32 39 42 43 45 36",6,32,39,42,43,45,36,"£23,966,033 Rolled","£23,966,033",,,,,,,
12/23/1995,"6 11 34 40 47 49 16",6,11,34,40,47,49,16,"£11,730,015 Rolled","£11,730,015",,,,,,,
12/16/1995,"7 8 23 28 35 49 10",7,8,23,28,35,49,10,"£8,214,495","£8,214,495",,,,,,,
12/9/1995,"5 11 12 26 29 33 20",5,11,12,26,29,33,20,"£8,113,998","£8,113,998",,,,,,,
12/2/1995,"15 16 19 26 35 46 7",15,16,19,26,35,46,7,"£10,613,401","£10,613,401",,,,,,,
11/25/1995,"16 23 28 30 42 46 45",16,23,28,30,42,46,45,"£10,016,415","£10,016,415",,,,,,,
11/18/1995,"4 7 18 33 45 48 1",4,7,18,33,45,48,1,"£8,510,060","£8,510,060",,,,,,,
11/11/1995,"7 10 23 28 30 48 3",7,10,23,28,30,48,3,"£8,500,795","£8,500,795",,,,,,,
11/4/1995,"6 14 18 27 44 48 1",6,14,18,27,44,48,1,"£8,395,869","£8,395,869",,,,,,,
10/28/1995,"7 16 27 33 35 44 5",7,16,27,33,35,44,5,"£7,971,760","£7,971,760",,,,,,,
10/21/1995,"2 6 17 19 21 47 5",2,6,17,19,21,47,5,"£8,973,786","£8,973,786",,,,,,,
10/14/1995,"4 5 9 25 30 47 17",4,5,9,25,30,47,17,"£9,457,715","£9,457,715",,,,,,,
10/7/1995,"10 22 28 30 36 37 45",10,22,28,30,36,37,45,"£9,268,251","£9,268,251",,,,,,,
9/30/1995,"10 11 29 32 33 40 16",10,11,29,32,33,40,16,"£9,981,262","£9,981,262",,,,,,,
9/23/1995,"5 10 19 24 34 46 28",5,10,19,24,34,46,28,"£9,638,200","£9,638,200",,,,,,,
9/16/1995,"2 10 14 25 37 41 5",2,10,14,25,37,41,5,"£21,449,536","£21,449,536",,,,,,,
