"Draw date","Results","Winning Numbers",,,,,,"B","Jackpot","Jackpot",,,,,,,
4/8/2006,"5 6 7 18 28 40 12",5,6,7,18,28,40,12,"£4,198,916","£4,198,916",,,,,,,
4/5/2006,"1 2 16 22 26 49 15",1,2,16,22,26,49,15,"£2,667,773","£2,667,773",,,,,,,
4/1/2006,"9 17 18 21 23 39 45",9,17,18,21,23,39,45,"£4,473,771","£4,473,771",,,,,,,
3/29/2006,"2 6 18 36 37 44 19",2,6,18,36,37,44,19,"£2,724,100","£2,724,100",,,,,,,
3/25/2006,"2 6 10 17 29 30 9",2,6,10,17,29,30,9,"£3,905,910","£3,905,910",,,,,,,
3/22/2006,"4 8 16 19 34 40 38",4,8,16,19,34,40,38,"£2,523,614","£2,523,614",,,,,,,
3/18/2006,"7 10 22 24 34 44 18",7,10,22,24,34,44,18,"£7,596,411","£7,596,411",,,,,,,
3/15/2006,"1 14 21 30 35 48 24",1,14,21,30,35,48,24,"£2,897,385 Rolled","£2,897,385",,,,,,,
3/11/2006,"4 9 13 29 31 36 16",4,9,13,29,31,36,16,"£14,280,252","£14,280,252",,,,,,,
3/8/2006,"1 11 14 35 37 42 26",1,11,14,35,37,42,26,"£8,852,697 Rolled","£8,852,697",,,,,,,
3/4/2006,"1 16 22 32 33 40 48",1,16,22,32,33,40,48,"£5,408,113 Rolled","£5,408,113",,,,,,,
3/1/2006,"15 16 19 28 38 42 20",15,16,19,28,38,42,20,"£2,654,364","£2,654,364",,,,,,,
2/25/2006,"7 14 24 37 43 48 29",7,14,24,37,43,48,29,"£5,167,604","£5,167,604",,,,,,,
2/22/2006,"5 9 27 35 42 43 14",5,9,27,35,42,43,14,"£2,530,196","£2,530,196",,,,,,,
2/18/2006,"9 23 32 35 36 40 5",9,23,32,35,36,40,5,"£5,603,070","£5,603,070",,,,,,,
2/15/2006,"5 11 12 16 17 45 42",5,11,12,16,17,45,42,"£2,438,793","£2,438,793",,,,,,,
2/11/2006,"4 9 15 25 30 40 42",4,9,15,25,30,40,42,"£7,687,380","£7,687,380",,,,,,,
2/8/2006,"9 27 28 31 41 42 25",9,27,28,31,41,42,25,"£2,742,423 Rolled","£2,742,423",,,,,,,
2/4/2006,"1 3 6 22 23 39 21",1,3,6,22,23,39,21,"£7,650,306","£7,650,306",,,,,,,
2/1/2006,"5 11 13 17 44 48 25",5,11,13,17,44,48,25,"£2,448,775 Rolled","£2,448,775",,,,,,,
1/28/2006,"9 18 22 29 30 48 23",9,18,22,29,30,48,23,"£4,870,101","£4,870,101",,,,,,,
1/25/2006,"9 14 15 18 26 46 45",9,14,15,18,26,46,45,"£2,778,772","£2,778,772",,,,,,,
1/21/2006,"1 25 26 27 39 49 37",1,25,26,27,39,49,37,"£5,865,360","£5,865,360",,,,,,,
1/18/2006,"2 3 7 24 46 47 36",2,3,7,24,46,47,36,"£2,781,195","£2,781,195",,,,,,,
1/14/2006,"4 8 16 23 28 47 34",4,8,16,23,28,47,34,"£4,580,352","£4,580,352",,,,,,,
1/11/2006,"5 6 8 19 34 38 11",5,6,8,19,34,38,11,"£2,593,004","£2,593,004",,,,,,,
1/7/2006,"8 14 19 28 29 48 6",8,14,19,28,29,48,6,"£15,000,000","£15,000,000",,,,,,,
1/4/2006,"7 13 31 43 45 47 23",7,13,31,43,45,47,23,"£2,746,827","£2,746,827",,,,,,,
12/31/2005,"6 9 11 33 36 49 29",6,9,11,33,36,49,29,"£5,601,968","£5,601,968",,,,,,,
12/28/2005,"6 8 10 19 30 42 23",6,8,10,19,30,42,23,"£2,192,470","£2,192,470",,,,,,,
12/24/2005,"17 21 25 27 30 37 16",17,21,25,27,30,37,16,"£15,000,000","£15,000,000",,,,,,,
12/21/2005,"5 6 12 13 31 45 24",5,6,12,13,31,45,24,"£2,481,932","£2,481,932",,,,,,,
12/17/2005,"7 11 15 21 35 47 43",7,11,15,21,35,47,43,"£4,247,752","£4,247,752",,,,,,,
12/14/2005,"7 9 17 22 27 40 41",7,9,17,22,27,40,41,"£2,073,756","£2,073,756",,,,,,,
12/10/2005,"20 23 25 30 31 48 10",20,23,25,30,31,48,10,"£5,382,733","£5,382,733",,,,,,,
12/7/2005,"2 8 11 12 22 26 46",2,8,11,12,22,26,46,"£2,050,548","£2,050,548",,,,,,,
12/3/2005,"2 10 11 28 36 47 33",2,10,11,28,36,47,33,"£4,892,580","£4,892,580",,,,,,,
11/30/2005,"7 14 29 37 41 45 4",7,14,29,37,41,45,4,"£2,893,361","£2,893,361",,,,,,,
11/26/2005,"19 27 28 34 39 46 7",19,27,28,34,39,46,7,"£8,924,300","£8,924,300",,,,,,,
11/23/2005,"14 33 36 39 42 46 13",14,33,36,39,42,46,13,"£3,190,447 Rolled","£3,190,447",,,,,,,
11/19/2005,"4 9 10 19 24 37 28",4,9,10,19,24,37,28,"£4,528,016","£4,528,016",,,,,,,
11/16/2005,"4 9 22 24 30 41 20",4,9,22,24,30,41,20,"£2,666,676","£2,666,676",,,,,,,
11/12/2005,"12 13 25 30 45 47 42",12,13,25,30,45,47,42,"£5,377,290","£5,377,290",,,,,,,
11/9/2005,"1 15 23 30 45 49 33",1,15,23,30,45,49,33,"£2,941,497","£2,941,497",,,,,,,
11/5/2005,"12 13 21 26 32 39 17",12,13,21,26,32,39,17,"£8,919,340","£8,919,340",,,,,,,
11/2/2005,"19 25 32 47 48 49 28",19,25,32,47,48,49,28,"£3,159,573 Rolled","£3,159,573",,,,,,,
10/29/2005,"2 5 13 30 39 49 3",2,5,13,30,39,49,3,"£5,269,472","£5,269,472",,,,,,,
10/26/2005,"10 14 26 28 33 38 23",10,14,26,28,33,38,23,"£2,794,039","£2,794,039",,,,,,,
10/22/2005,"18 20 22 30 32 39 3",18,20,22,30,32,39,3,"£5,494,476","£5,494,476",,,,,,,
10/19/2005,"7 18 20 21 29 47 31",7,18,20,21,29,47,31,"£2,610,832","£2,610,832",,,,,,,
10/15/2005,"4 7 29 30 42 44 39",4,7,29,30,42,44,39,"£4,337,270","£4,337,270",,,,,,,
10/12/2005,"5 7 13 15 19 45 38",5,7,13,15,19,45,38,"£2,226,114","£2,226,114",,,,,,,
10/8/2005,"1 14 20 22 25 26 9",1,14,20,22,25,26,9,"£5,254,612","£5,254,612",,,,,,,
10/5/2005,"14 17 23 30 34 42 19",14,17,23,30,34,42,19,"£2,811,493","£2,811,493",,,,,,,
10/1/2005,"4 6 31 42 46 47 11",4,6,31,42,46,47,11,"£5,535,214","£5,535,214",,,,,,,
9/28/2005,"21 32 41 42 43 46 17",21,32,41,42,43,46,17,"£3,256,720","£3,256,720",,,,,,,
9/24/2005,"2 11 27 29 36 44 15",2,11,27,29,36,44,15,"£8,027,760","£8,027,760",,,,,,,
9/21/2005,"2 23 33 35 40 42 25",2,23,33,35,40,42,25,"£3,078,821 Rolled","£3,078,821",,,,,,,
9/17/2005,"9 21 23 31 40 46 8",9,21,23,31,40,46,8,"£5,269,340","£5,269,340",,,,,,,
9/14/2005,"15 20 22 25 35 39 36",15,20,22,25,35,39,36,"£3,108,523","£3,108,523",,,,,,,
9/10/2005,"1 8 24 27 34 46 30",1,8,24,27,34,46,30,"£5,476,246","£5,476,246",,,,,,,
9/7/2005,"1 5 7 41 43 49 45",1,5,7,41,43,49,45,"£2,907,275","£2,907,275",,,,,,,
9/3/2005,"14 26 34 35 36 45 32",14,26,34,35,36,45,32,"£6,118,518","£6,118,518",,,,,,,
8/31/2005,"4 10 14 21 32 49 44",4,10,14,21,32,49,44,"£2,883,775","£2,883,775",,,,,,,
8/27/2005,"6 13 17 23 32 43 49",6,13,17,23,32,43,49,"£8,519,555","£8,519,555",,,,,,,
8/24/2005,"1 40 43 44 48 49 2",1,40,43,44,48,49,2,"£3,393,435 Rolled","£3,393,435",,,,,,,
8/20/2005,"7 11 12 20 38 44 45",7,11,12,20,38,44,45,"£4,443,258","£4,443,258",,,,,,,
8/17/2005,"3 10 13 22 31 33 15",3,10,13,22,31,33,15,"£2,372,684","£2,372,684",,,,,,,
8/13/2005,"19 22 30 35 44 48 3",19,22,30,35,44,48,3,"£5,409,068","£5,409,068",,,,,,,
10/8/2005,"8 15 30 31 34 43 40",8,15,30,31,34,43,40,"£3,074,019","£3,074,019",,,,,,,
6/8/2005,"3 6 7 17 30 34 8",3,6,7,17,30,34,8,"£4,419,864","£4,419,864",,,,,,,
3/8/2005,"2 10 30 36 37 43 29",2,10,30,36,37,43,29,"£9,136,568","£9,136,568",,,,,,,
7/30/2005,"3 9 13 35 43 45 8",3,9,13,35,43,45,8,"£5,166,989 Rolled","£5,166,989",,,,,,,
7/27/2005,"10 12 13 17 31 37 44",10,12,13,17,31,37,44,"£2,881,544","£2,881,544",,,,,,,
7/23/2005,"7 12 16 24 29 37 44",7,12,16,24,29,37,44,"£18,268,465","£18,268,465",,,,,,,
7/20/2005,"4 29 39 41 43 45 42",4,29,39,41,43,45,42,"£3,268,465 Rolled","£3,268,465",,,,,,,
7/16/2005,"2 3 21 24 38 44 47",2,3,21,24,38,44,47,"£8,536,431","£8,536,431",,,,,,,
7/13/2005,"3 25 36 39 42 47 23",3,25,36,39,42,47,23,"£3,200,470 Rolled","£3,200,470",,,,,,,
7/9/2005,"7 20 22 23 34 37 38",7,20,22,23,34,37,38,"£15,000,000","£15,000,000",,,,,,,
7/6/2005,"3 12 17 36 44 49 20",3,12,17,36,44,49,20,"£9,476,995","£9,476,995",,,,,,,
7/2/2005,"8 25 33 35 38 40 7",8,25,33,35,38,40,7,"£5,753,161 Rolled","£5,753,161",,,,,,,
6/29/2005,"7 12 23 26 29 44 31",7,12,23,26,29,44,31,"£2,367,834","£2,367,834",,,,,,,
6/25/2005,"15 23 27 38 44 49 34",15,23,27,38,44,49,34,"£15,000,000","£15,000,000",,,,,,,
6/22/2005,"1 4 7 44 47 48 14",1,4,7,44,47,48,14,"£8,787,420","£8,787,420",,,,,,,
6/18/2005,"4 7 26 41 42 49 37",4,7,26,41,42,49,37,"£5,330,569 Rolled","£5,330,569",,,,,,,
6/15/2005,"7 11 12 37 42 45 4",7,11,12,37,42,45,4,"£9,001,406","£9,001,406",,,,,,,
6/11/2005,"1 2 18 25 34 45 31",1,2,18,25,34,45,31,"£5,457,082 Rolled","£5,457,082",,,,,,,
6/8/2005,"11 13 26 34 44 48 2",11,13,26,34,44,48,2,"£2,982,281","£2,982,281",,,,,,,
6/4/2005,"6 8 13 15 21 40 35",6,8,13,15,21,40,35,"£4,904,230","£4,904,230",,,,,,,
6/1/2005,"3 11 17 19 20 41 6",3,11,17,19,20,41,6,"£2,470,360","£2,470,360",,,,,,,
5/28/2005,"10 16 21 24 34 46 30",10,16,21,24,34,46,30,"£9,071,546","£9,071,546",,,,,,,
5/25/2005,"14 18 29 33 37 39 47",14,18,29,33,37,39,47,"£3,100,673 Rolled","£3,100,673",,,,,,,
5/21/2005,"14 34 38 43 47 48 9",14,34,38,43,47,48,9,"£5,792,361","£5,792,361",,,,,,,
5/18/2005,"4 19 22 27 28 47 41",4,19,22,27,28,47,41,"£2,516,762","£2,516,762",,,,,,,
5/14/2005,"12 18 22 33 43 48 25",12,18,22,33,43,48,25,"£5,140,514","£5,140,514",,,,,,,
5/11/2005,"1 6 11 17 29 43 8",1,6,11,17,29,43,8,"£9,009,105","£9,009,105",,,,,,,
5/7/2005,"2 6 21 34 35 49 46",2,6,21,34,35,49,46,"£5,856,652 Rolled","£5,856,652",,,,,,,
5/4/2005,"30 35 38 41 45 48 46",30,35,38,41,45,48,46,"£3,399,555","£3,399,555",,,,,,,
4/30/2005,"2 23 26 30 39 47 31",2,23,26,30,39,47,31,"£9,137,115","£9,137,115",,,,,,,
4/27/2005,"2 15 20 24 32 47 29",2,15,20,24,32,47,29,"£3,077,074 Rolled","£3,077,074",,,,,,,
4/23/2005,"3 18 25 29 31 43 23",3,18,25,29,31,43,23,"£4,788,056","£4,788,056",,,,,,,
4/20/2005,"13 26 27 38 41 43 35",13,26,27,38,41,43,35,"£3,177,338","£3,177,338",,,,,,,
4/16/2005,"25 26 32 39 40 42 41",25,26,32,39,40,42,41,"£9,995,614","£9,995,614",,,,,,,
4/13/2005,"14 23 36 40 41 48 6",14,23,36,40,41,48,6,"£3,379,709 Rolled","£3,379,709",,,,,,,
4/9/2005,"14 22 25 27 45 47 8",14,22,25,27,45,47,8,"£9,420,864","£9,420,864",,,,,,,
4/6/2005,"22 26 36 43 45 49 6",22,26,36,43,45,49,6,"£3,462,677 Rolled","£3,462,677",,,,,,,
4/2/2005,"18 26 27 29 34 42 36",18,26,27,29,34,42,36,"£5,226,302","£5,226,302",,,,,,,
3/30/2005,"1 11 23 26 29 31 39",1,11,23,26,29,31,39,"£11,892,990","£11,892,990",,,,,,,
3/26/2005,"5 21 23 28 40 48 26",5,21,23,28,40,48,26,"£8,675,071 Rolled","£8,675,071",,,,,,,
3/23/2005,"12 14 25 30 32 38 42",12,14,25,30,32,38,42,"£3,006,219 Rolled","£3,006,219",,,,,,,
3/19/2005,"6 8 18 33 43 49 27",6,8,18,33,43,49,27,"£5,278,446","£5,278,446",,,,,,,
3/16/2005,"3 7 9 21 35 39 32",3,7,9,21,35,39,32,"£2,424,918","£2,424,918",,,,,,,
3/12/2005,"1 2 8 9 41 48 29",1,2,8,9,41,48,29,"£9,231,428","£9,231,428",,,,,,,
3/9/2005,"14 21 25 39 40 47 20",14,21,25,39,40,47,20,"£3,345,767 Rolled","£3,345,767",,,,,,,
3/5/2005,"6 19 24 26 27 49 8",6,19,24,26,27,49,8,"£5,282,794","£5,282,794",,,,,,,
3/2/2005,"3 6 15 16 33 48 43",3,6,15,16,33,48,43,"£2,882,085","£2,882,085",,,,,,,
2/26/2005,"8 14 25 40 43 48 33",8,14,25,40,43,48,33,"£10,022,182","£10,022,182",,,,,,,
2/23/2005,"17 25 30 32 36 37 6",17,25,30,32,36,37,6,"£3,411,489 Rolled","£3,411,489",,,,,,,
2/19/2005,"10 16 19 30 35 45 6",10,16,19,30,35,45,6,"£8,821,256","£8,821,256",,,,,,,
2/16/2005,"9 13 18 29 30 49 41",9,13,18,29,30,49,41,"£2,873,196 Rolled","£2,873,196",,,,,,,
2/12/2005,"11 18 20 23 32 48 25",11,18,20,23,32,48,25,"£8,874,475","£8,874,475",,,,,,,
2/9/2005,"12 18 22 24 32 33 17",12,18,22,24,32,33,17,"£2,877,813 Rolled","£2,877,813",,,,,,,
2/5/2005,"19 22 33 36 43 44 1",19,22,33,36,43,44,1,"£5,337,030","£5,337,030",,,,,,,
2/2/2005,"2 19 28 33 44 49 21",2,19,28,33,44,49,21,"£2,856,300","£2,856,300",,,,,,,
1/29/2005,"3 8 27 38 44 46 35",3,8,27,38,44,46,35,"£5,122,412","£5,122,412",,,,,,,
1/26/2005,"3 12 14 22 33 40 19",3,12,14,22,33,40,19,"£2,919,576","£2,919,576",,,,,,,
1/22/2005,"5 15 23 30 34 42 14",5,15,23,30,34,42,14,"£15,000,000","£15,000,000",,,,,,,
1/19/2005,"15 24 28 33 34 47 37",15,24,28,33,34,47,37,"£14,446,469","£14,446,469",,,,,,,
1/15/2005,"5 20 30 32 35 38 9",5,20,30,32,35,38,9,"£9,605,416 Rolled","£9,605,416",,,,,,,
1/12/2005,"4 5 31 33 38 42 41",4,5,31,33,38,42,41,"£3,091,100 Rolled","£3,091,100",,,,,,,
1/8/2005,"7 10 17 28 29 33 36",7,10,17,28,29,33,36,"£15,000,000","£15,000,000",,,,,,,
1/5/2005,"5 8 15 20 42 48 40",5,8,15,20,42,48,40,"£2,860,767","£2,860,767",,,,,,,
1/1/2005,"4 6 9 12 15 40 25",4,6,9,12,15,40,25,"£7,974,940","£7,974,940",,,,,,,
12/29/2004,"4 22 30 41 43 47 29",4,22,30,41,43,47,29,"£3,208,255 Rolled","£3,208,255",,,,,,,
12/24/2004,"15 19 24 36 37 49 35",15,19,24,36,37,49,35,"£15,000,000","£15,000,000",,,,,,,
12/22/2004,"4 12 27 44 45 47 41",4,12,27,44,45,47,41,"£2,850,217","£2,850,217",,,,,,,
12/18/2004,"5 16 22 25 27 30 33",5,16,22,25,27,30,33,"£4,471,888","£4,471,888",,,,,,,
12/15/2004,"7 11 19 25 31 39 23",7,11,19,25,31,39,23,"£2,297,577","£2,297,577",,,,,,,
12/11/2004,"7 9 19 23 27 49 1",7,9,19,23,27,49,1,"£3,941,436","£3,941,436",,,,,,,
12/8/2004,"11 12 16 26 35 39 34",11,12,16,26,35,39,34,"£3,113,940","£3,113,940",,,,,,,
12/4/2004,"8 9 35 38 42 45 14",8,9,35,38,42,45,14,"£5,629,507","£5,629,507",,,,,,,
12/1/2004,"7 18 27 31 36 49 43",7,18,27,31,36,49,43,"£2,884,332","£2,884,332",,,,,,,
11/27/2004,"4 7 9 10 43 46 11",4,7,9,10,43,46,11,"£5,116,887","£5,116,887",,,,,,,
11/24/2004,"6 9 15 23 38 48 45",6,9,15,23,38,48,45,"£2,805,330","£2,805,330",,,,,,,
11/20/2004,"1 4 8 26 28 36 31",1,4,8,26,28,36,31,"£8,531,476","£8,531,476",,,,,,,
11/17/2004,"11 14 20 24 28 36 46",11,14,20,24,28,36,46,"£2,970,938 Rolled","£2,970,938",,,,,,,
11/13/2004,"4 10 12 13 14 22 21",4,10,12,13,14,22,21,"£8,597,068","£8,597,068",,,,,,,
11/10/2004,"13 27 37 40 43 49 1",13,27,37,40,43,49,1,"£3,365,816 Rolled","£3,365,816",,,,,,,
11/6/2004,"2 26 29 36 39 40 10",2,26,29,36,39,40,10,"£7,824,384","£7,824,384",,,,,,,
11/3/2004,"5 25 33 35 36 39 43",5,25,33,35,36,39,43,"£3,374,280","£3,374,280",,,,,,,
10/30/2004,"3 8 9 26 27 47 45",3,8,9,26,27,47,45,"£4,543,976","£4,543,976",,,,,,,
10/27/2004,"9 11 21 39 40 46 35",9,11,21,39,40,46,35,"£3,169,884","£3,169,884",,,,,,,
10/23/2004,"22 27 33 37 38 40 24",22,27,33,37,38,40,24,"£5,957,276","£5,957,276",,,,,,,
10/20/2004,"10 13 19 25 31 33 21",10,13,19,25,31,33,21,"£2,683,389","£2,683,389",,,,,,,
10/16/2004,"25 32 33 36 45 46 47",25,32,33,36,45,46,47,"£6,209,190","£6,209,190",,,,,,,
10/13/2004,"3 7 14 17 18 43 42",3,7,14,17,18,43,42,"£7,821,152","£7,821,152",,,,,,,
10/9/2004,"6 17 22 27 30 34 26",6,17,22,27,30,34,26,"£4,829,180 Rolled","£4,829,180",,,,,,,
10/6/2004,"6 11 12 19 37 44 16",6,11,12,19,37,44,16,"£2,495,726","£2,495,726",,,,,,,
10/2/2004,"1 5 6 31 33 41 35",1,5,6,31,33,41,35,"£5,372,481","£5,372,481",,,,,,,
9/29/2004,"4 14 23 31 35 41 24",4,14,23,31,35,41,24,"£3,102,020","£3,102,020",,,,,,,
9/25/2004,"3 10 28 29 42 43 2",3,10,28,29,42,43,2,"£8,834,078","£8,834,078",,,,,,,
9/22/2004,"12 19 40 42 46 49 17",12,19,40,42,46,49,17,"£3,342,179 Rolled","£3,342,179",,,,,,,
9/18/2004,"5 10 13 14 28 42 48",5,10,13,14,28,42,48,"£4,406,958","£4,406,958",,,,,,,
9/15/2004,"3 11 17 21 33 44 27",3,11,17,21,33,44,27,"£2,200,264","£2,200,264",,,,,,,
9/11/2004,"5 8 19 30 35 42 18",5,8,19,30,35,42,18,"£4,799,904","£4,799,904",,,,,,,
9/8/2004,"1 10 27 35 39 48 28",1,10,27,35,39,48,28,"£3,325,974","£3,325,974",,,,,,,
9/4/2004,"3 5 10 25 43 47 20",3,5,10,25,43,47,20,"£4,706,664","£4,706,664",,,,,,,
9/1/2004,"12 25 27 32 37 49 28",12,25,27,32,37,49,28,"£3,293,591","£3,293,591",,,,,,,
8/28/2004,"6 7 10 20 37 44 36",6,7,10,20,37,44,36,"£5,055,112","£5,055,112",,,,,,,
8/25/2004,"10 12 13 19 31 46 17",10,12,13,19,31,46,17,"£8,852,564","£8,852,564",,,,,,,
8/21/2004,"1 2 19 30 44 49 21",1,2,19,30,44,49,21,"£5,254,874 Rolled","£5,254,874",,,,,,,
8/18/2004,"6 11 12 13 36 42 21",6,11,12,13,36,42,21,"£2,889,926","£2,889,926",,,,,,,
8/14/2004,"13 14 31 32 37 41 42",13,14,31,32,37,41,42,"£6,119,707","£6,119,707",,,,,,,
11/8/2004,"11 12 19 47 48 49 7",11,12,19,47,48,49,7,"£3,206,315","£3,206,315",,,,,,,
7/8/2004,"8 11 28 33 38 41 40",8,11,28,33,38,41,40,"£5,195,460","£5,195,460",,,,,,,
4/8/2004,"4 7 8 10 17 22 11",4,7,8,10,17,22,11,"£2,091,720","£2,091,720",,,,,,,
7/31/2004,"3 13 17 29 40 48 39",3,13,17,29,40,48,39,"£5,369,534","£5,369,534",,,,,,,
7/28/2004,"10 11 14 21 25 42 15",10,11,14,21,25,42,15,"£2,852,742","£2,852,742",,,,,,,
7/24/2004,"22 27 30 31 48 49 28",22,27,30,31,48,49,28,"£15,000,000","£15,000,000",,,,,,,
7/21/2004,"6 9 13 15 40 43 2",6,9,13,15,40,43,2,"£3,088,296","£3,088,296",,,,,,,
7/17/2004,"1 3 11 16 23 36 22",1,3,11,16,23,36,22,"£4,896,956","£4,896,956",,,,,,,
7/14/2004,"6 27 33 38 45 47 8",6,27,33,38,45,47,8,"£20,100,472","£20,100,472",,,,,,,
7/10/2004,"6 9 31 32 40 47 24",6,9,31,32,40,47,24,"£15,000,000 Rolled","£15,000,000",,,,,,,
7/7/2004,"5 10 11 16 17 33 13",5,10,11,16,17,33,13,"£2,518,146","£2,518,146",,,,,,,
7/3/2004,"6 8 21 25 43 47 16",6,8,21,25,43,47,16,"£8,993,244","£8,993,244",,,,,,,
6/30/2004,"11 12 15 29 37 43 45",11,12,15,29,37,43,45,"£3,088,370 Rolled","£3,088,370",,,,,,,
6/26/2004,"16 21 24 28 31 33 3",16,21,24,28,31,33,3,"£15,064,894","£15,064,894",,,,,,,
6/23/2004,"5 18 21 24 38 48 25",5,18,21,24,38,48,25,"£8,685,858 Rolled","£8,685,858",,,,,,,
6/19/2004,"2 23 28 31 42 45 17",2,23,28,31,42,45,17,"£5,096,035 Rolled","£5,096,035",,,,,,,
6/16/2004,"22 26 29 31 35 42 6",22,26,29,31,35,42,6,"£3,163,361","£3,163,361",,,,,,,
6/12/2004,"7 22 35 44 48 49 16",7,22,35,44,48,49,16,"£5,433,926","£5,433,926",,,,,,,
6/9/2004,"1 12 23 26 35 45 43",1,12,23,26,35,45,43,"£8,144,814","£8,144,814",,,,,,,
6/5/2004,"5 8 9 26 29 44 16",5,8,9,26,29,44,16,"£4,231,059 Rolled","£4,231,059",,,,,,,
6/2/2004,"5 22 26 40 42 43 44",5,22,26,40,42,43,44,"£3,187,556","£3,187,556",,,,,,,
5/29/2004,"1 4 6 18 19 40 30",1,4,6,18,19,40,30,"£22,158,516","£22,158,516",,,,,,,
5/26/2004,"11 15 18 24 34 44 28",11,15,18,24,34,44,28,"£13,162,305 Rolled","£13,162,305",,,,,,,
5/22/2004,"1 4 5 25 34 46 12",1,4,5,25,34,46,12,"£8,967,950 Rolled","£8,967,950",,,,,,,
5/19/2004,"10 22 28 33 37 39 42",10,22,28,33,37,39,42,"£3,089,641 Rolled","£3,089,641",,,,,,,
5/15/2004,"4 29 35 44 46 49 12",4,29,35,44,46,49,12,"£5,760,126","£5,760,126",,,,,,,
5/12/2004,"10 11 15 18 19 40 28",10,11,15,18,19,40,28,"£2,737,608","£2,737,608",,,,,,,
5/8/2004,"14 17 23 28 42 49 5",14,17,23,28,42,49,5,"£5,029,100","£5,029,100",,,,,,,
5/5/2004,"23 32 33 42 43 45 4",23,32,33,42,43,45,4,"£3,079,224","£3,079,224",,,,,,,
5/1/2004,"5 6 10 15 27 49 20",5,6,10,15,27,49,20,"£4,772,772","£4,772,772",,,,,,,
4/28/2004,"1 3 26 34 43 47 12",1,3,26,34,43,47,12,"£3,266,159","£3,266,159",,,,,,,
4/24/2004,"1 3 4 5 17 37 30",1,3,4,5,17,37,30,"£8,475,960","£8,475,960",,,,,,,
4/21/2004,"7 19 20 29 41 49 18",7,19,20,29,41,49,18,"£3,090,718 Rolled","£3,090,718",,,,,,,
4/17/2004,"3 21 31 42 47 48 34",3,21,31,42,47,48,34,"£5,557,218","£5,557,218",,,,,,,
4/14/2004,"1 3 22 32 38 44 45",1,3,22,32,38,44,45,"£14,262,546","£14,262,546",,,,,,,
4/10/2004,"25 30 34 39 40 47 16",25,30,34,39,40,47,16,"£10,008,535 Rolled","£10,008,535",,,,,,,
4/7/2004,"9 25 33 36 46 49 43",9,25,33,36,46,49,43,"£3,327,529 Rolled","£3,327,529",,,,,,,
4/3/2004,"3 9 12 28 29 38 5",3,9,12,28,29,38,5,"£4,301,724","£4,301,724",,,,,,,
3/31/2004,"4 7 8 11 24 40 33",4,7,8,11,24,40,33,"£2,289,919","£2,289,919",,,,,,,
3/27/2004,"19 21 25 33 37 41 38",19,21,25,33,37,41,38,"£8,633,248","£8,633,248",,,,,,,
3/24/2004,"7 17 19 26 29 41 49",7,17,19,26,29,41,49,"£2,583,503 Rolled","£2,583,503",,,,,,,
3/20/2004,"13 21 37 42 46 48 22",13,21,37,42,46,48,22,"£5,935,128","£5,935,128",,,,,,,
3/17/2004,"5 16 30 38 42 43 4",5,16,30,38,42,43,4,"£3,136,424","£3,136,424",,,,,,,
3/13/2004,"1 10 11 18 19 46 43",1,10,11,18,19,46,43,"£5,079,762","£5,079,762",,,,,,,
3/10/2004,"11 14 17 34 37 43 22",11,14,17,34,37,43,22,"£3,150,622","£3,150,622",,,,,,,
3/6/2004,"17 19 20 35 43 45 7",17,19,20,35,43,45,7,"£5,932,962","£5,932,962",,,,,,,
3/3/2004,"24 38 40 44 47 48 23",24,38,40,44,47,48,23,"£14,381,100","£14,381,100",,,,,,,
2/28/2004,"6 19 22 38 39 43 18",6,19,22,38,39,43,18,"£9,287,990 Rolled","£9,287,990",,,,,,,
2/25/2004,"6 21 28 34 38 41 47",6,21,28,34,38,41,47,"£3,199,260 Rolled","£3,199,260",,,,,,,
2/21/2004,"1 5 8 18 42 48 38",1,5,8,18,42,48,38,"£4,971,472","£4,971,472",,,,,,,
2/18/2004,"1 3 5 13 21 24 29",1,3,5,13,21,24,29,"£2,380,596","£2,380,596",,,,,,,
2/14/2004,"14 15 17 31 39 45 23",14,15,17,31,39,45,23,"£17,112,346","£17,112,346",,,,,,,
2/11/2004,"22 23 38 40 43 47 32",22,23,38,40,43,47,32,"£9,929,961 Rolled","£9,929,961",,,,,,,
2/7/2004,"18 22 25 44 45 46 7",18,22,25,44,45,46,7,"£5,653,182 Rolled","£5,653,182",,,,,,,
2/4/2004,"9 11 18 20 35 47 40",9,11,18,20,35,47,40,"£3,054,192","£3,054,192",,,,,,,
1/31/2004,"5 12 13 19 27 47 40",5,12,13,19,27,47,40,"£4,433,686","£4,433,686",,,,,,,
1/28/2004,"8 10 16 17 30 47 7",8,10,16,17,30,47,7,"£9,022,523","£9,022,523",,,,,,,
1/24/2004,"16 25 27 32 35 43 42",16,25,27,32,35,43,42,"£5,561,629 Rolled","£5,561,629",,,,,,,
1/21/2004,"3 11 25 28 34 45 42",3,11,25,28,34,45,42,"£2,916,822","£2,916,822",,,,,,,
1/17/2004,"4 8 21 24 39 44 5",4,8,21,24,39,44,5,"£8,485,162","£8,485,162",,,,,,,
1/14/2004,"2 5 19 21 40 46 33",2,5,19,21,40,46,33,"£2,965,376 Rolled","£2,965,376",,,,,,,
1/10/2004,"14 23 29 39 41 45 17",14,23,29,39,41,45,17,"£5,736,512","£5,736,512",,,,,,,
1/7/2004,"2 12 17 23 24 34 10",2,12,17,23,24,34,10,"£9,382,496","£9,382,496",,,,,,,
